N,L,R0,M,T,Util,Idle,Collisions
418,20,8,6,50000,74.68,12.325999999999999,6497
419,20,8,6,50000,74.506,12.422,6536
420,20,8,6,50000,73.882,12.672,6723
421,20,8,6,50000,74.402,12.436,6581
422,20,8,6,50000,73.83800000000001,12.684000000000001,6739
423,20,8,6,50000,73.82600000000001,12.709999999999999,6732
424,20,8,6,50000,74.97399999999999,12.162,6432
425,20,8,6,50000,73.176,13.028,6898
426,20,8,6,50000,73.976,12.601999999999999,6711
427,20,8,6,50000,74.624,12.325999999999999,6525
428,20,8,6,50000,75.188,12.028,6392
429,20,8,6,50000,74.444,12.426,6565
430,20,8,6,50000,74.49,12.364,6573
431,20,8,6,50000,74.304,12.494,6601
432,20,8,6,50000,75.422,11.922,6328
433,20,8,6,50000,75.122,12.102,6388
434,20,8,6,50000,74.168,12.542,6645
435,20,8,6,50000,74.084,12.576,6670
436,20,8,6,50000,74.72999999999999,12.252,6509
437,20,8,6,50000,74.67399999999999,12.286,6520
438,20,8,6,50000,74.16,12.554000000000002,6643
439,20,8,6,50000,74.752,12.26,6494
440,20,8,6,50000,74.96000000000001,12.139999999999999,6450
441,20,8,6,50000,75.384,11.958,6329
442,20,8,6,50000,74.992,12.152000000000001,6428
443,20,8,6,50000,74.28200000000001,12.472,6623
444,20,8,6,50000,74.836,12.2,6482
445,20,8,6,50000,75.09400000000001,12.086,6410
446,20,8,6,50000,74.756,12.242,6501
447,20,8,6,50000,74.56,12.338000000000001,6551
448,20,8,6,50000,75.03999999999999,12.106,6427
449,20,8,6,50000,74.264,12.484,6626
450,20,8,6,50000,75.224,12.026,6375
451,20,8,6,50000,75.098,12.066,6418
452,20,8,6,50000,75.254,12.014,6366
453,20,8,6,50000,75.374,11.936,6345
454,20,8,6,50000,74.76,12.225999999999999,6507
455,20,8,6,50000,75.6,11.82,6290
456,20,8,6,50000,75.4,11.918,6341
457,20,8,6,50000,75.568,11.834,6299
458,20,8,6,50000,74.88,12.13,6495
459,20,8,6,50000,75.28,11.966000000000001,6377
460,20,8,6,50000,74.712,12.214,6537
461,20,8,6,50000,76.096,11.591999999999999,6156
462,20,8,6,50000,74.44800000000001,12.336,6608
463,20,8,6,50000,75.58200000000001,11.799999999999999,6309
464,20,8,6,50000,75.036,12.07,6447
465,20,8,6,50000,74.684,12.252,6532
466,20,8,6,50000,75.198,12.017999999999999,6392
467,20,8,6,50000,76.004,11.608,6194
468,20,8,6,50000,75.96000000000001,11.608,6216
469,20,8,6,50000,74.4,12.36,6620
470,20,8,6,50000,75.33999999999999,11.886,6387
471,20,8,6,50000,75.64,11.786000000000001,6287
472,20,8,6,50000,75.36,11.867999999999999,6386
473,20,8,6,50000,76.36,11.456,6092
474,20,8,6,50000,76.176,11.52,6152
475,20,8,6,50000,74.818,12.16,6511
476,20,8,6,50000,75.546,11.808,6323
477,20,8,6,50000,75.20599999999999,11.938,6428
478,20,8,6,50000,75.4,11.882,6359
479,20,8,6,50000,75.696,11.776,6264
480,20,8,6,50000,75.194,11.985999999999999,6410
481,20,8,6,50000,75.618,11.732,6325
482,20,8,6,50000,75.96000000000001,11.598,6221
483,20,8,6,50000,75.2,11.996,6402
484,20,8,6,50000,75.506,11.812000000000001,6341
485,20,8,6,50000,76.038,11.576,6193
486,20,8,6,50000,75.956,11.606,6219
487,20,8,6,50000,75.53,11.798,6336
488,20,8,6,50000,75.72,11.677999999999999,6301
489,20,8,6,50000,76.11,11.527999999999999,6181
490,20,8,6,50000,75.208,11.938,6427
491,20,8,6,50000,75.658,11.738,6302
492,20,8,6,50000,75.072,12.008000000000001,6460
493,20,8,6,50000,76.29,11.437999999999999,6136
494,20,8,6,50000,76.03999999999999,11.53,6215
495,20,8,6,50000,75.33,11.876000000000001,6397
496,20,8,6,50000,75.56,11.799999999999999,6320
497,20,8,6,50000,76.304,11.422,6137
498,20,8,6,50000,76.226,11.436,6169
499,20,8,6,50000,75.922,11.58,6249
500,20,8,6,50000,75.68,11.728,6296
