N,L,R0,M,T,Util,Idle,Collisions
102,20,16,6,50000,82.36,11.582,3029
103,20,16,6,50000,82.32000000000001,11.63,3025
104,20,16,6,50000,82.488,11.504,3004
105,20,16,6,50000,82.24000000000001,11.598,3081
106,20,16,6,50000,81.916,11.834,3125
107,20,16,6,50000,82.204,11.628,3084
108,20,16,6,50000,81.84,11.786000000000001,3187
109,20,16,6,50000,82.0,11.708,3146
110,20,16,6,50000,81.94399999999999,11.722000000000001,3167
111,20,16,6,50000,81.69,11.872,3219
112,20,16,6,50000,81.818,11.754000000000001,3214
113,20,16,6,50000,81.72,11.822000000000001,3229
114,20,16,6,50000,81.428,11.964,3304
115,20,16,6,50000,81.248,12.036,3358
116,20,16,6,50000,81.35,11.985999999999999,3332
117,20,16,6,50000,81.33,11.984,3343
118,20,16,6,50000,80.562,12.376,3531
119,20,16,6,50000,80.886,12.19,3462
120,20,16,6,50000,80.85,12.1,3525
121,20,16,6,50000,80.904,12.138,3479
122,20,16,6,50000,80.64,12.272,3544
123,20,16,6,50000,80.64,12.267999999999999,3546
124,20,16,6,50000,80.232,12.472,3648
125,20,16,6,50000,80.476,12.374,3575
126,20,16,6,50000,80.662,12.198,3570
127,20,16,6,50000,80.66600000000001,12.19,3572
128,20,16,6,50000,80.42,12.314,3633
129,20,16,6,50000,80.17,12.426,3702
130,20,16,6,50000,79.67999999999999,12.648000000000001,3836
131,20,16,6,50000,80.08,12.478,3721
132,20,16,6,50000,80.0,12.468,3766
133,20,16,6,50000,79.52,12.73,3875
134,20,16,6,50000,79.72,12.604000000000001,3838
135,20,16,6,50000,79.162,12.91,3964
136,20,16,6,50000,79.44200000000001,12.706000000000001,3926
137,20,16,6,50000,79.69800000000001,12.586,3858
138,20,16,6,50000,78.914,12.975999999999999,4055
139,20,16,6,50000,79.47999999999999,12.638,3941
140,20,16,6,50000,79.554,12.581999999999999,3932
141,20,16,6,50000,79.03999999999999,12.876000000000001,4042
142,20,16,6,50000,79.258,12.75,3996
143,20,16,6,50000,79.404,12.678,3959
144,20,16,6,50000,78.582,13.117999999999999,4150
145,20,16,6,50000,78.44,13.154,4203
146,20,16,6,50000,78.244,13.3,4228
147,20,16,6,50000,78.30799999999999,13.242,4225
148,20,16,6,50000,78.424,13.144,4216
149,20,16,6,50000,78.764,12.928,4154
150,20,16,6,50000,77.158,13.748,4547
151,20,16,6,50000,77.998,13.274,4364
152,20,16,6,50000,78.08,13.200000000000001,4360
153,20,16,6,50000,77.558,13.581999999999999,4430
154,20,16,6,50000,77.92,13.276,4402
155,20,16,6,50000,77.436,13.569999999999999,4497
156,20,16,6,50000,78.072,13.108,4410
157,20,16,6,50000,77.212,13.614,4587
158,20,16,6,50000,77.52,13.446,4517
159,20,16,6,50000,77.062,13.702,4618
160,20,16,6,50000,77.434,13.506000000000002,4530
161,20,16,6,50000,77.47800000000001,13.468,4527
162,20,16,6,50000,77.12,13.639999999999999,4620
163,20,16,6,50000,76.81,13.808000000000002,4691
164,20,16,6,50000,76.92,13.783999999999999,4648
165,20,16,6,50000,77.194,13.588000000000001,4609
166,20,16,6,50000,76.64999999999999,13.850000000000001,4750
167,20,16,6,50000,76.726,13.814000000000002,4730
168,20,16,6,50000,76.708,13.767999999999999,4762
169,20,16,6,50000,76.88000000000001,13.696,4712
170,20,16,6,50000,76.24600000000001,13.977999999999998,4888
171,20,16,6,50000,77.008,13.578000000000001,4707
